KOLOM;RIJ;ID;X;Y;Z;;ID_RVT;NOTA_RVT
1;1;001-001;4,05;1;-1;;11096791;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;2;001-002;4,05;7;-1;;11096783;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;3;001-003;4,05;13;-1;;11096775;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;4;001-004;4,05;19;-1;;11096767;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;5;001-005;4,05;25;-2,5;;11096759;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;6;001-006;4,05;31;-2,5;;11096751;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;7;001-007;4,05;37;-1;;11096743;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;8;001-008;4,05;43;-1;;11096735;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;9;001-009;4,05;49;-1;;11096727;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;10;001-010;4,05;55;-1;;11096719;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;11;001-011;4,05;61;-1;;11096711;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;12;001-012;4,05;67;-1;;11096703;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;13;001-013;4,05;73;-1;;11096695;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;14;001-014;4,05;79;-1;;11096687;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
1;15;001-015;4,05;85;-1;;11096679;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
1;16;001-016;4,05;91;-1;;11096671;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
1;17;001-017;4,05;97;-1;;11096663;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
1;18;001-018;4,05;103;-1;;11096655;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
1;19;001-019;4,05;109;-1;;11096647;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
1;20;001-020;4,05;115;-1;;11096639;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
1;21;001-021;4,05;121;-1;;11096590;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
2;1;002-001;12,15;1;-1;;11096823;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;2;002-002;12,15;7;-1;;11096822;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;3;002-003;12,15;13;-1;;11096821;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;4;002-004;12,15;19;-1;;11096820;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;5;002-005;12,15;25;-2,5;;11096819;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;6;002-006;12,15;31;-2,5;;11096818;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;7;002-007;12,15;37;-1;;11096817;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;8;002-008;12,15;43;-1;;11096816;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;9;002-009;12,15;49;-1;;11096815;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;10;002-010;12,15;55;-1;;11096814;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;11;002-011;12,15;61;-1;;11096813;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;12;002-012;12,15;67;-1;;11096812;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;13;002-013;12,15;73;-1;;11096811;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;14;002-014;12,15;79;-1;;11096810;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
2;15;002-015;12,15;85;-1;;11096809;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
2;16;002-016;12,15;91;-1;;11096808;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
2;17;002-017;12,15;97;-1;;11096807;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
2;18;002-018;12,15;103;-1;;11096806;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
2;19;002-019;12,15;109;-1;;11096805;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
2;20;002-020;12,15;115;-1;;11096804;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
2;21;002-021;12,15;121;-1;;11096803;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
3;1;003-001;20,25;1;-1;;11096849;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;2;003-002;20,25;7;-1;;11096848;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;3;003-003;20,25;13;-1;;11096847;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;4;003-004;20,25;19;-1;;11096846;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;5;003-005;20,25;25;-2,5;;11096845;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;6;003-006;20,25;31;-2,5;;11096844;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;7;003-007;20,25;37;-1;;11096843;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;8;003-008;20,25;43;-1;;11096842;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;9;003-009;20,25;49;-1;;11096841;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;10;003-010;20,25;55;-1;;11096840;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;11;003-011;20,25;61;-1;;11096839;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;12;003-012;20,25;67;-1;;11096838;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;13;003-013;20,25;73;-1;;11096837;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;14;003-014;20,25;79;-1;;11096836;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
3;15;003-015;20,25;85;-1;;11096835;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
3;16;003-016;20,25;91;-1;;11096834;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
3;17;003-017;20,25;97;-1;;11096833;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
3;18;003-018;20,25;103;-1;;11096832;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
3;19;003-019;20,25;109;-1;;11096831;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
3;20;003-020;20,25;115;-1;;11096830;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
3;21;003-021;20,25;121;-1;;11096829;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
4;1;004-001;28,35;1;-1;;11096875;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;2;004-002;28,35;7;-1;;11096874;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;3;004-003;28,35;13;-1;;11096873;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;6;004-006;28,35;31;-2,5;;11096870;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;7;004-007;28,35;37;-1;;11096869;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;8;004-008;28,35;43;-1;;11096868;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;9;004-009;28,35;49;-1;;11096867;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;10;004-010;28,35;55;-1;;11096866;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;11;004-011;28,35;61;-1;;11096865;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;12;004-012;28,35;67;-1;;11096864;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;13;004-013;28,35;73;-1;;11096863;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;14;004-014;28,35;79;-1;;11096862;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
4;15;004-015;28,35;85;-1;;11096861;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
4;16;004-016;28,35;91;-1;;11096860;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
4;17;004-017;28,35;97;-1;;11096859;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
4;18;004-018;28,35;103;-1;;11096858;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
4;19;004-019;28,35;109;-1;;11096857;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
4;20;004-020;28,35;115;-1;;11096856;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
4;21;004-021;28,35;121;-1;;11096855;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
5;1;005-001;36,45;1;-1;;11096901;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;2;005-002;36,45;7;-1;;11096900;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;3;005-003;36,45;13;-1;;11096899;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;4;005-004;36,45;19;-1;;11096898;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;5;005-005;36,45;25;-2,5;;11096897;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;6;005-006;36,45;31;-5;;11096896;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;7;005-007;36,45;37;-5;;11096895;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;8;005-008;36,45;43;-1;;11096894;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;9;005-009;36,45;49;-1;;11096893;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;10;005-010;36,45;55;-1;;11096892;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;11;005-011;36,45;61;-1;;11096891;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;12;005-012;36,45;67;-1;;11096890;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;13;005-013;36,45;73;-1;;11096889;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;14;005-014;36,45;79;-1;;11096888;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
5;15;005-015;36,45;85;-1;;11096887;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
5;16;005-016;36,45;91;-1;;11096886;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
5;17;005-017;36,45;97;-1;;11096885;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
5;18;005-018;36,45;103;-1;;11096884;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
5;19;005-019;36,45;109;-1;;11096883;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
5;20;005-020;36,45;115;-1;;11096882;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
5;21;005-021;36,45;121;-1;;11096881;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
6;1;006-001;44,55;1;-1;;11096927;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;2;006-002;44,55;7;-1;;11096926;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;3;006-003;44,55;13;-1;;11096925;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;4;006-004;44,55;19;-1;;11096924;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;5;006-005;44,55;25;-2,5;;11096923;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;6;006-006;44,55;31;-5;;11096922;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;7;006-007;44,55;37;-5;;11096921;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;8;006-008;44,55;43;-1;;11096920;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;9;006-009;44,55;49;-1;;11096919;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;10;006-010;44,55;55;-1;;11096918;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;11;006-011;44,55;61;-1;;11096917;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;12;006-012;44,55;67;-1;;11096916;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;13;006-013;44,55;73;-1;;11096915;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;14;006-014;44,55;79;-1;;11096914;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
6;15;006-015;44,55;85;-1;;11096913;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
6;16;006-016;44,55;91;-1;;11096912;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
6;17;006-017;44,55;97;-1;;11096911;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
6;18;006-018;44,55;103;-1;;11096910;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
6;19;006-019;44,55;109;-1;;11096909;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
6;20;006-020;44,55;115;-1;;11096908;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
6;21;006-021;44,55;121;-1;;11096907;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
7;1;007-001;52,65;1;-1;;11096953;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;2;007-002;52,65;7;-1;;11096952;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;3;007-003;52,65;13;-1;;11096951;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;4;007-004;52,65;19;-1;;11096950;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;5;007-005;52,65;25;-2,5;;11096949;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;6;007-006;52,65;31;-5;;11096948;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;7;007-007;52,65;37;-5;;11096947;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;8;007-008;52,65;43;-1;;11096946;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;9;007-009;52,65;49;-1;;11096945;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;10;007-010;52,65;55;-1;;11096944;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;11;007-011;52,65;61;-1;;11096943;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;12;007-012;52,65;67;-1;;11096942;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;13;007-013;52,65;73;-1;;11096941;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;14;007-014;52,65;79;-1;;11096940;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld onder kantoor & hotel optie 1
7;15;007-015;52,65;85;-1;;11096939;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
7;16;007-016;52,65;91;-1;;11096938;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal niet onder tramsporen optie 1
7;17;007-017;52,65;97;-1;;11096937;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
7;18;007-018;52,65;103;-1;;11096936;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
7;19;007-019;52,65;109;-1;;11096935;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
7;20;007-020;52,65;115;-1;;11096934;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
7;21;007-021;52,65;121;-1;;11096933;NLRS_50_ME_UN_ruimtecomponent beo veld_gen_CGA: BEO veld thv OV terminal onder tramsporen optie 1
